scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0001.png,289.29014307705296,293.0017560096053,318.1614906349331,288.103938120322,287.22790396577585,271.09046545228557,316.61481130147524,269.5437861188277,298.8279989667098,228.81456367110397,283.3612056321312,220.0500474481761,312.2325531900113,217.98780833689895,283.3612056321312,198.9120965575853,309.9125341898245,196.3342976684889
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0016.png,289.9282843653481,293.37555844623733,317.5076264985563,289.55267933866395,286.3784680511728,269.61909542060255,315.0500613579734,268.52684424701016,298.6662937540873,226.47517406370264,284.74009129078416,218.2832902617596,312.31943342399234,216.3718507079729,283.10171453039555,196.98439237670775,309.0426799032151,193.9807016493286
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0087.png,290.5409158100245,292.70852654048394,317.42367565345876,289.87876234643824,287.99412803538337,269.22148372990455,314.59391145941305,266.95767237466794,302.70890184442106,236.9621719177834,288.56008087419247,231.0196671102874,316.57474639524503,228.75585575505082,287.4281751965742,208.09857713851713,314.0279586206039,204.70286010566227
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0115.png,289.4545504385324,292.9689617560688,317.3490478910707,291.97272970419243,287.2130283218106,269.5575085369741,313.61317769653436,268.8103344980669,300.41310300917246,237.17996685099217,286.21679626993426,230.20634248785763,314.6094097484107,227.96482037113577,285.71868024399606,209.78358542439207,313.61317769653436,207.79112132063935
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0262.png,289.92280954493145,293.10812413218696,317.01004892430535,291.98881671981616,288.57964065008645,270.0503914373481,314.32371113461534,269.8265299548739,302.2351910810105,238.03819944354257,288.3557791676123,231.09849348684347,316.11460299440864,228.41215569715348,288.13191768513815,208.93620672190121,314.54757261708954,207.5930378270562
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0284.png,288.97348277276603,292.15916464790837,317.05792330134295,290.2868686126699,288.43854104841216,269.15667050069294,314.9181564039276,267.5518453276314,301.5446132950815,237.86257962599288,287.3686575997045,229.83845376068518,315.1856272661045,227.96615772544672,285.49636156446604,208.17331392435437,311.4410351956276,205.49860530258513
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0404.png,289.5049720878934,292.5581032534292,316.85677503746405,288.650702832062,288.2839094562162,269.11370072522584,314.9030748267804,267.40421304087766,300.9829608256597,233.94709693292074,286.574421771868,225.39965851117992,315.8799249321222,226.1322960901863,287.55127187720984,203.6647436673247,315.14728735311587,202.199468509312
labeled-data,4_EtOH_cop_video2022-04-12T12_51_21,img0423.png,290.85156334994775,292.1544160710074,317.3079203696217,289.38279771656534,288.8358409103535,268.97360801567396,313.024510185484,268.7216427107247,300.4262449380202,227.90326330894203,285.8122572509622,217.824651110971,313.52844079538255,217.824651110971,285.3083266410637,195.903669580384,311.51271835578837,194.8958083605869
