scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,M_r,M_r,M_l,M_l,F_r,F_r,F_l,F_l,M_reye,M_reye,M_leye,M_leye,F_reye,F_reye,F_leye,F_leye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,220615_CantonS_C19_piezo_copulation,img01414.png,253.01145434270498,129.0903616282963,260.0054957298796,101.68128051639586,338.4521761535946,143.45650069384413,338.8302324447933,111.88880037875879,272.4813533394343,131.35869937548807,275.8838599602219,105.83989971958076,358.1111032959232,142.88941625704618,359.2452721695191,114.72422256274848
labeled-data,220615_CantonS_C19_piezo_copulation,img03562.png,265.0444055673872,139.66440238675878,268.85147411358486,113.77633627261463,321.96008033304236,194.48618945200525,340.8050696367208,172.02448502943898,284.07974829837553,141.37758323254775,286.1736359987842,116.06057740033322,335.4751736720441,204.95562795404882,355.8429903942016,183.06498381341223
labeled-data,220615_CantonS_C19_piezo_copulation,img04741.png,344.75093246118143,166.13240536752573,370.58179391841384,161.33904963319395,326.376402146243,245.48907252479634,354.87023901143743,251.8802135039054,350.34318081790184,187.96880371281495,376.17404227513424,181.84396027450214,322.91453411589225,265.1950905437159,351.4083709810867,272.3851241452136
labeled-data,220615_CantonS_C19_piezo_copulation,img05824.png,238.7436645651379,220.7449811944251,247.753398028743,197.3196741890518,327.039052508468,251.97872386825614,339.8528956567063,225.34995607582326,254.56075220124464,225.55017237501448,260.5672411769814,203.32616316478857,344.25765423891323,258.986294339949,355.87019959200427,232.55774284670736
labeled-data,220615_CantonS_C19_piezo_copulation,img06891.png,352.17375888120824,274.5613973735516,353.989120645348,299.43185354226614,276.29163714016676,264.93998002361093,277.19931802223664,294.7119129555028,334.20167741622475,275.28754207920747,333.4755327105688,300.157998247922,256.6857300874575,268.0260950226485,258.13801949876927,294.34884060267484
labeled-data,220615_CantonS_C19_piezo_copulation,img07070.png,332.3902192357875,311.9203474528506,317.8227574670467,333.97964670265816,270.79066661368347,264.68015000279104,256.84752463503156,287.5718756393838,315.11737170999487,301.93123081142835,303.0471891016096,321.285144304184,253.3097124911945,254.69103336136877,239.99089030263144,276.95843920787263
labeled-data,220615_CantonS_C19_piezo_copulation,img08335.png,312.54002279684494,256.53858597366917,290.96992199235194,269.7203142430816,258.61477078561245,200.45632388198734,232.97031760693739,216.03473001856563,301.99464018131505,242.15851877067382,281.8625460971216,255.10057925336966,245.19337472948345,183.20024323839291,223.14393835155724,197.58031044138826
labeled-data,220615_CantonS_C19_piezo_copulation,img08762.png,202.8139008669976,238.2471404914591,222.40748214646987,217.89017292837107,264.64818983987755,294.22880128995126,289.07655091558325,273.6173716323246,217.06377816115926,255.80502501462257,237.16628362970872,239.0105267750749,278.38914294496203,310.25991324588307,300.7818072643589,290.92079406094945
labeled-data,220615_CantonS_C19_piezo_copulation,img09684.png,210.0996502979308,320.00241200243113,218.57133853058295,304.26927671321994,282.1954460737665,334.69819771213383,293.2605082551897,306.8626506619911,226.87013516665036,329.68434141117643,235.86049818905673,310.4933741902705,298.6201477493166,341.4409699789386,312.27858387951085,318.6192792297532
labeled-data,220615_CantonS_C19_piezo_copulation,img09869.png,226.83963830733245,310.83906108275545,221.22174648372055,288.7186120272836,287.9342118891118,282.57404284520806,283.3696747824272,254.30902460766072,243.69331377816815,307.8545560514616,240.35769050789858,286.43634347394124,305.8412420768748,277.83394661903554,301.27670497019005,250.27116485943964
labeled-data,220615_CantonS_C19_piezo_copulation,img12247.png,,,291.7464169588766,337.88750484439515,,,221.20664555230348,368.39595597773797,,,311.85025180974986,345.2941808420853,,,245.7192161160876,360.10753283746567
labeled-data,220615_CantonS_C19_piezo_copulation,img14980.png,,,281.2789624336207,339.03525620031485,,,250.55414394886685,360.3864012490421,247.16920631919055,323.8030368667716,270.4732000004234,329.79177267312195,211.75755111642343,355.6995645310288,232.84831634748326,365.7241875112239
labeled-data,220615_CantonS_C19_piezo_copulation,img18979.png,391.4746882412158,321.1827479683119,,,452.42723646790387,280.5477158171865,,,403.2588475650422,298.223954802926,,,468.2748990068428,263.88735263522506,,
labeled-data,220615_CantonS_C19_piezo_copulation,img20139.png,431.8129978643654,237.32945944013156,452.76962803783897,247.17655072646252,423.9858227393331,290.85723771454605,448.982285235404,302.47175564201336,422.7233751385214,257.5286210531182,445.95241099345606,268.6381599402608,417.4210952151125,309.28897268639633,438.63021490874837,322.1659382146753
labeled-data,220615_CantonS_C19_piezo_copulation,img21434.png,430.2038693306374,232.8939681491424,450.3714697536037,244.02816421598837,402.05326040691364,286.25407760157407,425.7922067381136,303.06041128737934,419.06967326379146,251.8010935456733,439.86751119997547,263.14536878359183,391.75938102435794,304.3208863138147,412.7672981316145,321.12721999961997
labeled-data,220615_CantonS_C19_piezo_copulation,img22189.png,411.4961862858106,290.60033343928205,416.4933297324315,312.656690720919,357.9061307030833,305.4194484878819,362.5586435671786,334.0237868375048,388.57825254785973,295.5974768859029,394.60928774205735,318.343095332591,338.77913337291375,308.1764931480865,344.4655379845858,337.6424079540234
labeled-data,220615_CantonS_C19_piezo_copulation,img22419.png,388.37596937985563,310.9869294776276,395.2541733973184,337.32062485877094,303.87232002245526,313.3451708550434,304.46188036680917,343.6092685318798,371.4752395083755,314.5242915437513,376.58476249277646,340.66146681011,285.2029091179133,315.50689211767457,285.0063890031286,343.01970818752585
labeled-data,220615_CantonS_C19_piezo_copulation,img23475.png,348.6556261789787,325.25818525840083,334.11775302588194,347.197157471256,293.94035813005075,288.78133989244884,276.49491034633456,309.66301223962427,332.00315329452235,312.30626190382367,317.2009551750056,333.71658418383896,274.9089605478149,277.1510413699714,259.3137875290384,298.0327137171468
