scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0100.png,302.78116969380045,294.48044260313173,328.4601429240602,289.4562956667766,298.8734998544131,273.2673777607433,324.05921096934935,267.6311945724782,287.1504903362511,245.076331062306,272.91540734991145,239.49394557746695,295.80318783775164,235.0280371895957,266.77478331658847,216.3270458153848,288.26696743321895,210.1864217820618
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0120.png,301.6814629310361,294.1168774198418,328.23527289717083,289.2446187104593,299.00172064087576,272.67893909855877,323.8502400587265,267.0758415827688,282.19242809350607,246.36874206789318,268.55010370723505,241.49648335851066,290.96249377039453,234.91893410084427,265.13952261066726,220.0585450372276,284.14133157725905,207.87789826377133
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0169.png,303.13368895372696,295.02219042983006,328.36094265182123,289.8165666508582,299.93022816666735,273.599046416369,325.3576981639528,268.3934226373972,282.91184273541325,246.36962972636246,269.4973506896012,241.16400594739062,291.7213598998271,236.15859846761,264.09151061143814,220.94215972907693,284.513573128943,216.13696854848754
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0190.png,304.11536179725135,294.08646032295974,327.9657585807105,289.4430202412243,298.20552896595177,272.768849038629,324.58871124853925,267.0700816655901,283.0088159711814,247.86312496386645,269.5006266424966,242.58648850734897,291.8735652181308,236.88772113431008,264.2239901859791,219.15822264041128,282.37561959639925,214.30371710041518
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0264.png,304.50330602725774,294.11314925427064,328.7995046197534,289.2093293548678,299.15368431881825,272.93756332503125,324.3414865293872,268.25664433014674,283.1048191935,245.96655387831584,270.17656673143813,240.1711303608398,293.13535989682396,235.26731046143703,265.9414495455902,217.8810399090089,285.55672914320144,214.09172453219765
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0311.png,303.1381316843659,293.8485086759505,327.5369041444276,289.7820465992736,297.57349936891325,271.3759550943148,324.75458798670127,269.02168757623866,286.2302104181828,246.76315831442804,271.890580989901,239.48633144037458,296.50337776978773,235.63389368352273,266.5399729942734,219.15402105698985,286.0161860983577,215.0875589803129
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0353.png,302.3273222470267,291.84881140200855,328.3011953465385,288.4609149107679,299.3911452879514,271.97315198672993,325.3650183874633,268.58525549548926,283.5809616621616,246.22513865330083,270.02937569719893,238.32004684040595,293.2929316037182,235.8355894134961,265.0604608433793,217.54094836079648,283.35510189607896,213.02375303914226
labeled-data,7_EtOH_cop_video2022-06-23T15_30_06,img0495.png,301.6883358733066,293.4771320981305,328.8063021110539,288.1462498462656,297.5163410674993,271.45827062303647,324.63430730524664,269.37227322013285,285.232134139289,245.96274680976967,271.32548478659794,238.31408966578965,294.9667886861726,234.60564983840538,265.9946025347331,217.91767061517623,286.62279907455803,213.5138983201574
