scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0176.png,294.2327691194322,285.1409230438513,325.07719883453046,283.44306452742387,292.8178870224093,259.9560217168445,323.379340318103,259.6730452974399,313.1921892195385,231.37540335698276,298.4774154105007,222.32015793603645,325.6431516733396,222.32015793603645,298.7603918299053,201.66287931950274,325.6431516733396,200.81395006128903
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0223.png,295.75502235476984,285.971400688964,324.4151066954232,281.91572837660743,294.94388789229845,261.63736681482436,322.79283777048056,261.63736681482436,312.7888460666676,230.543879086757,298.99956020465515,222.43253446204375,326.57813192868,221.62139999957242,297.64766943386957,200.80228212947515,322.79283777048056,201.34303843778935
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0241.png,295.265509005801,285.30601846443267,324.3248614450663,282.5237400393966,293.1015146752174,261.8112228752394,322.1608671144827,261.8112228752394,312.57746365046967,231.8244442942954,298.04778743083705,222.24104083028237,325.252287586745,221.3136146886037,299.284355619742,201.8376657133514,324.63400349229255,201.52852366612518
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0381.png,294.55012668924576,283.64242722947836,321.50944522149155,284.7316926247206,295.09475938686694,263.7633337663072,321.237128872681,263.49101741749666,309.5275258738268,226.45599397926,296.4563411309197,218.01418716613253,323.68797601197605,218.2865035149431,297.00097382854085,198.9520427493931,321.237128872681,198.40741005177196
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0400.png,295.11304431522757,285.1649566575541,322.9377667602414,284.30439823141967,294.53933869780457,262.21673196063546,320.92979709926107,263.93784881290435,311.4636544117821,233.81830389819862,296.83416116749646,224.35216121071966,324.37203080379885,224.63901401943113,296.83416116749646,206.5672870706077,323.7983251863759,205.99358145318473
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0431.png,294.0625777005582,284.9759632968956,323.38358641804007,283.7742826117529,292.3802247413584,261.1826857310701,321.22056118478315,261.90369414215576,309.2037543333562,234.5053745209022,294.54324997461526,225.37260131381765,323.8642586920971,226.57428199896037,296.225602933815,204.70369352936322,322.66257800695445,205.42470194044884
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0450.png,294.93188610645564,284.4328230091577,323.34678882344684,283.91144864737805,292.58570147844716,263.0564741761918,321.7826657381079,261.231663909963,304.0559374375996,237.7698176298785,291.5429527548879,227.60301757517524,319.6971682909892,229.68851502229387,290.5002040313285,203.3591097524213,321.0006041954384,203.8804841142009
labeled-data,2_EtOH_cop_video2022-03-03T11_10_43,img0495.png,293.74205457432686,284.308468440192,323.01848481477924,282.6513120114871,291.25631993126956,261.93685665267645,321.9137138623093,262.4892421289114,307.8278842183181,238.18428117457358,292.3610908837395,227.68895712610947,321.63752112419184,229.06992081669688,292.9134763599744,207.5268872435338,320.8089429098394,206.97450176729882
