scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,M_r,M_r,M_l,M_l,F_r,F_r,F_l,F_l,M_reye,M_reye,M_leye,M_leye,F_reye,F_reye,F_leye,F_leye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img00068.png,209.92834837725832,168.9396351396244,,,131.83018367204681,206.44221918123583,,,211.86147126600116,192.33042209341295,,,112.11233020686966,215.72120904720154,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img00268.png,171.9170734034896,223.30110224842485,,,121.97149019637823,221.40743084720737,,,164.81580564892403,236.5568020569473,,,107.53224576209485,228.03528075146858,104.9284475854208,254.78338929366566
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img01361.png,207.1296356881728,313.3364980490611,,,187.47490460303624,343.6549662123037,215.49335104355004,368.53701939455107,220.51158025677643,320.23656321724735,235.56626789645549,340.10038718626834,191.8658551646093,363.1006044135558,207.54782145594163,381.5007781953858
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img02473.png,254.58637051781278,352.22824786941567,,,278.17836005798074,400.43796562541104,,,273.25481441481526,352.43339560454757,,,288.0254513443117,413.77256840898417,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img02737.png,239.0689361620614,346.63852440789685,,,263.4815166427569,396.07912857468364,,,261.430039291438,348.6900017592158,,,275.58523301553873,412.28579965010334,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img03345.png,301.09933091501006,361.99865487593553,,,346.3133649485288,394.528208773354,,,320.7398162870363,355.0426496400096,,,362.2712593133001,403.3255095129074,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img05312.png,,,381.48072350512024,363.1848333394225,325.895550156258,413.5416983039858,359.1916193404775,416.0182654333905,,,356.99022633656216,366.48692284529545,319.291371144512,430.60249408432963,348.45982844639025,428.1259269549249
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img07481.png,,,242.23503984243965,352.149009556721,,,175.96344481014427,351.5483606591473,,,229.0207640958188,333.72911003112836,,,153.33900300153587,349.7464139664263
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img08228.png,,,218.52760538690055,341.18054918896905,,,151.56265046134692,313.4145922686176,,,211.17779326092514,321.17272729048045,,,131.14650566697085,298.7149680166668
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img08759.png,,,189.44662436145597,324.79928555550583,,,132.35539047631295,293.00730433319086,,,186.75997806097865,304.201663918513,,,112.20554322273306,277.5590881054463
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img11681.png,173.2094109306813,194.58055741016585,,,121.66604247879263,240.83742653365567,,,171.62346113216162,223.39197874993948,,,108.44979415779554,260.9261239815712,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img19574.png,160.46269350218012,217.10648885442345,,,128.63126079233982,283.3415912607578,,,171.71623031879034,245.40109570761484,,,117.69925359906134,305.2056056473148,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img22114.png,158.68299301013104,219.94111768460834,,,125.54571606320116,282.8090356306529,,,167.04473579113198,245.95542855883366,,,116.56458492805191,304.79732220291476,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img23545.png,162.0227083859442,236.19365111427632,,,133.49139260760063,300.8309682758334,,,171.11233111178817,260.1801555296979,,,125.66421748256832,319.7676822880084,,
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img25662.png,,,364.1395095103076,219.42138378794925,,,352.3790210789965,141.1072221885364,,,374.5635788016971,201.7806511409825,,,349.43889897116867,112.24056876622726
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img25863.png,433.7731366386222,306.5125150745675,403.6992676980368,317.253182553348,416.5880686725734,249.94499968632365,390.4524444742076,256.03137792429925,420.52631341479287,285.74722461559185,394.39068921642706,297.91998109154315,409.78564593601243,228.82168697805537,382.9339772390613,238.1302654596651
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img26221.png,339.00015569899426,273.37198337991686,367.7997415925104,266.7480786244081,353.9759403636226,335.2910930509763,385.07949312861996,328.0911965775973,345.0480687366327,294.97167280005385,375.5756297837597,289.78774733922097,363.1918078495478,359.19474934259466,391.99139374306384,347.67491498518825
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img26876.png,343.4714575983539,300.92819646683967,313.7595560558138,313.52604272087666,328.021268796233,239.84052689537722,297.12089119199135,245.06982156686428,333.9636491047411,281.43718905493336,305.20252841156224,289.7565214868446,321.12810763836376,218.21026257240803,291.653901308164,226.76729021665957
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img28157.png,346.75097148363403,273.8080998487659,326.2431019807615,297.1446410072071,305.9709551158529,228.54935335966778,282.63441395741177,248.5857775866123,330.9575547400425,262.4934132264914,309.5067946853137,278.99399788397506,288.76320254447705,213.93454980589652,268.01961040364046,231.61374765320048
labeled-data,M70_210222_cop_piezoKO_CS-H_isolatedMvirginF_1,img35561.png,382.0814034707404,233.7581332576417,375.21684464132693,266.4239649286435,320.06366508086745,205.82648008968368,304.9142938711275,233.7581332576417,361.9611448328045,229.02395475459798,350.36240750034733,254.82522759618632,298.75986181717064,198.01508555966151,283.61049060743073,224.52648517670644
