scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,M_r,M_r,M_l,M_l,F_r,F_r,F_l,F_l,M_reye,M_reye,M_leye,M_leye,F_reye,F_reye,F_leye,F_leye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img01065.png,179.76081124927225,299.6296704806862,206.4891940477067,292.1457232971245,192.59043499252078,352.28458459360195,216.64597951111176,344.2660697540716,186.44290694888088,322.08151203137106,211.83487060739355,314.8648486757938,201.67808514398848,368.58889810064693,222.52622372676734,359.50124794917923
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img01102.png,231.19308825743826,309.40922082037366,256.39765735020546,315.7766909069675,198.825115317253,367.24707410693424,225.62155193166865,369.3695641357988,229.86653198939786,332.2259886306682,251.09143227804395,336.4709686883974,198.825115317253,387.410729381148,223.23375064919594,387.1454181275399
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img01676.png,213.30289547140757,199.73006144813291,,,156.2106752990764,184.08557406994962,147.0677930650732,201.55863789493353,201.92508646909246,203.3872143417342,195.01713100340115,222.48567945276312,143.8169904929832,178.59984472954767,131.62648084764555,195.66655823302034
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img01718.png,182.2628916556597,262.28765399330285,,,137.53180881221334,271.35755097538413,,,182.67515970029973,281.2519840467455,,,122.69015920517126,280.42744795746546,,
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img09283.png,,,,,266.9502610673833,402.2405040904449,288.59433341098634,402.69616877136286,294.06230958200183,336.39695769779973,317.75687298973577,337.76395174055364,262.3936142582037,423.42891175313,283.12635723997084,422.2897500508351
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img10930.png,,,231.9447638601257,351.96206868308207,,,169.5798523800296,360.7992018887637,,,215.02796600924944,337.82265555399147,,,149.88566980736766,359.536754287952
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img12456.png,,,174.53239104851855,242.69847971753796,161.56897913659486,185.39644155613632,149.54494489944835,202.30523970212369,,,182.23528798169053,227.66843692110476,,,141.8420479662763,185.0206904862255
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img14005.png,174.17837492217836,263.00061601550294,,,131.679315260362,278.45481952889077,,,173.69543106238498,278.9377633886841,,,123.7107415737714,291.73577567320837,,
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img15530.png,288.8309442005634,155.99931052237966,263.1204097802833,152.3263770337682,310.6061927401883,108.51352756247474,285.4203631039956,105.36529885795065,290.6674109448691,142.35698613610862,268.36745762115686,136.32288111910412,309.29443077996996,91.98532686372329,287.519182240345,91.19826968759227
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img16404.png,,,283.8131598028588,147.45974016135813,353.97269893077885,120.77080885044906,337.19102242467693,112.68325390774933,315.1524352058202,156.35605059832778,299.98826968825824,144.62909593141322,363.6777648620185,109.24604305710196,344.46982187310664,100.14754374656479
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img18988.png,,,334.6954756777673,150.60595684001834,,,387.9983804732872,135.70907515044073,,,349.12682981454566,163.8734920947984,,,405.2228999268614,139.8988231256344
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img19470.png,,,413.58833926314935,291.2958590431828,418.1987818387424,353.07578955612917,434.6119574078535,339.6132972353975,392.74913882146893,317.85200827859853,410.63765601476985,306.4181106911279,,,439.96007079554136,353.6290426652003
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img19869.png,353.94213586339293,353.71529278870923,,,390.63201926198184,374.44507690891203,405.12452320442446,356.46703404360346,366.0497973849273,341.9745301011608,,,407.50936562533275,372.06023448800374,422.00186956777543,362.1539659703847
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img21394.png,388.327998822581,273.10532438058567,381.2186963710167,296.2105573481701,328.49136985524717,269.55067315480346,334.41578856488417,292.35968518690595,365.5189867904785,266.8846847354668,359.8907890163233,291.47102238046045,308.940788113445,275.4750918644405,314.86520682308196,295.61811547720635
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img22080.png,344.48647434599116,334.9457544549231,371.07874951246305,337.3434186092771,328.7926726084012,389.87406053648795,352.55134468336377,389.0021826621774,339.2552071001278,356.30676237553166,366.06545173517736,360.6661517470844,332.28018410564334,408.6194348341649,353.8591614948296,405.7858317426556
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img22100.png,338.3976915398509,338.5808934184852,366.5749302176543,339.10757077694876,326.2841122951877,397.3054188871783,352.0913028599049,395.9887254910193,337.34433682292365,361.2280198324206,364.204882104568,362.8080519078115,329.7075151252012,416.26580379186845,352.35464153913665,414.4224330372458
labeled-data,T92_210630_cop_piezoKOhetero_CS-H_isolatedMvirginF_1stPC_6,img23706.png,325.011895026634,285.9283661205646,305.38576626995336,301.39137665613123,290.9139743584615,241.91825921164428,275.25272009808,259.3637069953604,309.5488844910674,266.50048108869885,289.1297808351269,282.3599790738954,270.494870702521,232.2043166957114,259.39322211288345,248.6585458553528
