scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0012.png,302.6046090437645,289.8053822968584,329.1016681511611,289.53500414270127,303.1453653520788,266.82323919350426,330.99431523026084,266.01210473103293,312.6086007475775,246.00412132340693,296.9266678064653,239.78542377779348,324.23486137633313,233.2963480780229,293.9525081107371,216.80328067443932,318.827298293191,211.93647389961137
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0084.png,304.8445680064983,290.3890308528536,331.88625981151597,287.90814169642994,304.1003012595712,269.7976508545374,330.14963740201944,267.8129395293985,315.0162135478352,241.51551447130788,299.88278969365103,236.0575583271759,325.6840369204569,229.3591576048321,293.9286557182343,212.73720025679367,322.45888101710614,205.79071061880748
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0127.png,302.6044719164928,288.65242782530356,330.8003586376435,290.1235175672767,303.5851984111415,267.5668081903561,329.8196321429948,268.54753468500485,312.9021001103044,242.55828257681375,298.43638431423574,238.1450133508945,325.4063629170755,231.27992788835348,293.28757021732997,215.83348559763613,318.5412774545345,209.21358175875727
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0235.png,304.11053056640355,289.0889092612619,330.1598667088517,289.5850870925466,303.1181749038341,267.5051736003762,331.1522223714212,267.0089957690915,313.289820445171,245.17717119256346,298.40448550662916,238.23068155457727,325.4461773116468,233.02081432608765,294.186973940709,216.3988569780492,319.98822116751484,211.1889897495596
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0317.png,303.18367183120967,288.2326342453116,330.45503970266185,288.48750684224103,302.41905404042126,267.8428264909548,331.21965749345026,265.54897311858963,312.8688305145291,246.1786557519507,297.32160210183207,241.59094900722042,325.1027151671432,236.7483696655607,293.75338574481964,219.67190567128688,316.9467920654005,215.08419892655664
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0423.png,304.95649244860283,290.3933917908239,332.9769725536158,286.7185747278714,304.03778818286474,269.0335176124124,329.30215549066327,266.9664330145016,307.71260524581726,233.4337273150599,293.24301306044174,227.46214958776207,321.0338170990201,222.17960005976784,287.2714353331439,199.21199341631458,314.3732111724187,195.99652848623114
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0518.png,303.28730564568394,290.3230740887965,332.80988660712524,286.63275146861633,303.55090011855395,269.2355162591956,330.70113082416515,268.44473284058563,306.18684484725406,244.72123028228452,293.79790462236355,239.44934082488427,319.3665684907547,236.81339609618416,290.3711764750534,218.88897194102339,313.30389561474436,215.98943273945326
labeled-data,8_ATR_cop_video2022-04-12T13_58_21,img0613.png,305.01317398214576,291.55956474991524,332.90573324003066,288.83833945646313,304.1060988843284,269.3362248533891,330.86481426994146,267.06853710884565,308.1879368245066,246.43257863349993,294.5818103572458,240.30982172323255,320.66021941949583,237.8153652042347,290.9535099659762,218.0864818267064,316.3516127048632,214.68495020989118
