scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0060.png,299.3364964477606,307.2690200551066,326.8452931642612,303.166831071067,296.1995284011421,284.5863280257114,322.26049371151106,283.3798018539351,304.6452116035765,253.94056326259235,289.44298183919454,245.01226959144742,316.95177855569517,243.0818277166053,288.96037137048404,224.50132467124965,315.2626419152083,222.57088279640752
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0133.png,300.9481542415242,309.07456466648,329.2050940942588,301.6629083116644,296.0842547586765,286.1447528187692,324.80442313358697,281.9756961191854,302.56945406914014,257.42458444385863,287.9777556205969,247.69678547816312,316.2346954733315,246.53871417272322,289.83066970930076,226.8515019802442,315.3082384289795,226.15665919698023
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0257.png,298.9823955528042,305.85072673549365,327.34496701415213,301.5837912059103,295.21745243846595,285.01804150282214,323.3290276921914,281.5040945961065,304.7553083281228,249.37658002042036,290.4485244936376,240.84270896125372,318.5600997473629,237.83075446978316,289.94653207839247,219.50803131333714,316.8031262940051,218.00205406760188
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0270.png,298.4749282222117,307.635532664075,327.39763793840837,301.2588722542049,298.2471903504306,287.36686207555925,322.3874047592247,283.49531825528095,304.6238507603008,252.2952298212735,291.18731632521724,243.41345282181155,318.5158609389464,241.13607410400078,290.7318405816551,222.46156861795254,316.23848222113565,221.55061713082824
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0327.png,299.6271607162581,306.8686859494352,327.9965158588931,301.7944923466875,296.6287735873617,284.0348147370704,323.15296741990664,280.34449211689025,307.9303866116635,256.8186854132417,290.631999329569,247.5928788627913,319.4626447997265,244.59449173389493,291.554579984614,225.2202979779491,318.5400641446814,222.91384634033648
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0440.png,299.02594727121595,305.692182412841,327.93605872216517,300.8738305043495,297.05480330865123,283.7905828287886,323.77475480119523,280.50534289118076,309.97674706324216,260.7939032655335,293.76956337104343,252.47129542359363,323.11770681367364,250.06211946934786,295.0836593460865,230.78871183538172,319.6134508802253,228.59855187697644
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0498.png,298.24723202161573,306.02700553922557,327.9364977232542,303.35229691745633,296.3749359863773,284.36186570289476,321.784667893185,284.6293365650717,305.20147443821577,231.13516412968696,290.49057701848494,221.23874222914077,319.91237185794654,219.3664461939023,292.6303439159003,198.50371894410227,318.307546684885,196.6314229088638
labeled-data,10_ATR_cop_video2022-04-13T11_07_46,img0592.png,298.4646955235387,307.8339456507494,328.1966015075533,305.08946202145574,298.6934024926465,286.7929044928314,322.25022031075036,284.73454177086114,306.69814641141966,232.36064584517396,292.28960735762803,223.66978101907742,319.0483227432411,220.46788345156816,291.146072512089,200.11296320097358,315.84642517573184,197.36847957167993
