scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,M_r,M_r,M_l,M_l,F_r,F_r,F_l,F_l,M_reye,M_reye,M_leye,M_leye,F_reye,F_reye,F_leye,F_leye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img00135.png,399.9130793447555,208.90775961987725,374.42741840337004,198.4452251281506,440.1535966206272,161.69221934952108,417.082366715794,146.13255266951737,407.9611827999298,188.5192308667689,384.08514254957925,179.12977683573217,449.006510421319,145.32774232399993,427.54490120752075,131.91423656537603
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img00970.png,312.5527954403164,77.50014204554024,,,405.78285998267046,120.52940260354983,413.5871866525055,93.53065088087715,331.3253649974872,61.8914887058701,,,426.2428515225083,125.59166855155095,435.94552792284384,100.4912665593787
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img01324.png,440.13125376381083,133.71275097868232,,,366.24848050068454,188.7179874609217,389.0317145465825,207.59552424180862,436.551031270884,150.6374391270637,460.3106896330347,160.72715706167563,356.8097121102411,205.96815038138732,377.96557229571783,221.26546466934738
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img01388.png,434.218575987117,160.4843726074445,,,345.69930085208057,181.9361189493614,357.28817531265634,207.82615763788183,421.15027074434005,179.47040097902612,441.36915810108934,194.75785239510486,325.7269852923648,192.53870622180312,339.28843412920884,215.96302693998825
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img03182.png,451.98782629299,285.4284960478746,423.9289420777627,271.8828278060407,487.78709236069386,197.3816524759543,459.72820814546657,194.80152519179546,458.760660413907,262.20735049044504,432.63687166179875,250.27426180121046,490.6897355553726,178.3532137552829,460.6957558770261,175.4505705606042
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img03890.png,298.6050157149208,234.4121600178372,302.2000325156696,255.98226082233026,206.09325004231738,235.3708311647036,213.52295143053163,262.45329106367814,271.28288802922964,243.99887148650078,278.23325384401073,267.2466467980099,184.52314923782438,240.64352247246853,195.54786742678746,268.44498573159285
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img04031.png,213.89205757524468,313.5634821825383,200.33455388715322,338.3409889228434,136.0532864005125,274.52722156337825,127.17078398417668,301.87597900314904,193.55580204310746,306.0834801477292,177.19329759196256,331.79598714238546,113.84703035967297,272.657221054676,108.00327876997835,297.9022279221567
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img04270.png,227.46321788888662,129.05597629416334,246.38809645480399,109.16059113512205,297.09706594553114,201.1160908336178,309.4710250078617,174.66978617098974,246.38809645480399,138.761042225403,267.49661485525024,120.07879030776667,316.0219445114485,207.90963698548555,328.15327692549806,185.10273204707238
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img04670.png,305.8411779682075,212.5806142055136,338.66087044055814,210.63368329613687,345.6141951169036,299.6362391533591,369.2554990164783,284.61705785245283,307.7881088775842,232.6061892733886,338.3827374535043,231.49365732517336,354.23631771557206,315.4898194154268,380.10268551157725,304.0863669462202
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img05571.png,231.71135801076662,314.75643598807403,266.03217958345743,316.0090207170044,275.3013065775418,405.19305341684327,302.35713672243673,391.91565529018186,231.21032411919447,337.5534780546059,260.270289830378,340.05864751246656,283.818882734268,422.22820573029566,309.37161120444654,411.4559770614949
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img06098.png,173.89133531713668,232.4236866920963,145.2199667580781,236.6992416526577,182.94545170420784,158.48173619768195,153.51957344622664,155.4636974019916,172.3823159192915,210.03989895739267,140.44140533156832,212.30342805416043,182.94545170420784,139.1159872586687,154.27408314514923,137.3554646278493
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img06586.png,325.0973765372296,85.00734500767445,355.31327083290626,81.46854657664926,300.59800278397825,163.67755628200374,331.08611234357994,165.85527839340386,331.358327607505,109.23450349700079,359.3964997917815,107.05678138560066,300.32578752005327,186.27142318778,328.6361749682548,187.63249950740504
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img07128.png,204.58081513193977,318.36869308887145,,,166.89379538614727,234.70885492977172,148.71849508321185,257.16069648045664,187.47465014094175,299.1242574739987,,,152.19318484700835,224.55206946636665,134.01788454407296,244.8656403931768
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img07972.png,110.91363423732466,211.03277454394345,,,203.23011504667744,194.27378264316863,185.33492030517212,171.83377653874132,134.77389389266506,197.96644187554273,121.99161193444698,176.94668932202856,216.58049842526077,179.50314571367218,197.54910084302497,161.0398495518016
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img10663.png,126.69643409247954,343.0257741635055,,,191.5181869582177,258.95564053414193,161.2302936978073,254.14354534323564,114.80772832671096,320.3806203239463,,,195.76415330313506,241.97177515447257,166.8915821576971,236.02742227158828
labeled-data,T80_210209_cop_piezoKOhetero_CS-H_isolatedMvirginF_8,img13532.png,247.30149997859655,386.39274292278725,232.68077870169648,359.30140643911943,306.859438121263,334.57518663259725,284.71334559889965,319.3094335346575,267.0824758238143,371.34200043186064,250.74166969080835,347.2608124463782,317.8249790789381,319.09442292764425,296.1089077706012,305.1187334717839
