scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0031.png,304.44287861821556,317.43762263083755,333.1204067107501,313.4546326179855,301.256486607934,296.99160723153057,328.87188403037464,294.60181322381936,320.3748386696236,258.7549031081512,305.23947662078604,250.25785774740024,333.65147204579705,248.93019440978293,306.3016072908799,230.60844035066367,331.79274337313274,230.60844035066367
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0100.png,302.1778631595505,317.2796791485275,331.93399657673325,312.6221973962728,302.69536113202327,295.80351329090865,326.50026786576944,295.80351329090865,320.2902921960965,257.767412314162,306.05909795309606,250.78118968577996,333.4864904941515,250.2636917133072,305.8003489668597,226.97628295203376,331.93399657673325,226.97628295203376
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0146.png,303.76780929680615,317.1161342836688,331.8018567643933,314.13906729596044,303.2716314655214,297.5171099479221,329.32096760796964,297.26902103227974,320.1416777292022,258.31906127642856,306.2486984532298,251.1244827228,333.5384791738898,250.87639380715765,305.008253875018,225.0751465803518,333.5384791738898,226.31559115856362
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0226.png,303.1222344004129,316.796179579843,330.4091657546277,314.06748644442155,302.0989744746298,296.6720677061096,327.33938597727854,295.6488077803266,319.8354798548695,258.47036381020894,305.85092753583433,251.30754432972753,333.8200321739045,251.30754432972753,306.5331008196897,231.52451909792183,331.77351232233843,231.18343245599414
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0259.png,303.0620906654135,318.86330977317675,332.1451697616943,313.8776390709572,302.6466181068952,296.843264171707,328.40591673502956,295.1813739376338,320.9274106817003,258.6197887880237,305.55492601652327,249.89486505913945,332.56064232021254,249.47939250062115,305.9703985750416,227.8748194576697,334.22253255428575,228.290292016188
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0307.png,303.1480541126118,319.1286974659779,331.91086276989836,313.43040518481735,302.6053596096441,298.7776536046903,326.4839177402216,297.6922645987549,319.70023645312574,260.5176911454694,305.8615266274501,254.00535710985739,332.9962517758337,252.37727360095437,306.9469156333855,232.8402714941182,333.5389462788014,233.6543132485697
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0351.png,303.54427440013114,317.87346446256015,332.3410014638532,315.13091902791996,303.2700198566671,295.3845918985105,330.4212196596051,294.28757372465446,320.54805609490035,261.10277396550816,305.73831074784334,252.32662857465948,334.26078326810136,252.87513766158753,307.65809255209143,233.12881053217814,332.3410014638532,232.58030144525006
labeled-data,3_EtOH_cop_video2022-03-09T11_15_38,img0361.png,303.73718049124625,318.0267950415951,331.39134180675603,314.42950576478086,303.73718049124625,298.9161957585193,329.1430360087471,297.5672122797139,318.80082933790607,261.36948893177026,304.6365028104499,254.84940211754437,332.5154947057605,253.95007979834082,305.98548628925516,233.71532761626048,331.39134180675603,234.1649887758623
