scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0029.png,295.265172974682,307.7444658193417,319.1539379441598,302.05666463613267,287.68143806373666,284.61407434095844,319.53312468970705,281.20139363103306,305.1240283589109,252.00401422389353,289.95655853702027,244.79946605849545,316.87881747087624,242.52434558521185,285.7855043360004,222.80663481675398,315.3620704886871,219.01476736128134
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0082.png,293.6424442042578,305.20133833145405,317.93579598836254,303.332618963446,288.7837738474368,284.6454252833654,316.81456436755775,282.0292181681541,307.0972236539158,245.40231855519613,291.3999809626481,238.30118495676552,317.56205211476095,234.19000234714778,288.0362861002336,217.74527190867687,315.6933327467529,210.64413831024623
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0118.png,293.82228939337676,304.14128459131837,318.2281271976917,301.14407643991126,288.68421827667885,281.87630975229416,318.65629979074987,280.16361938006156,310.5210205226449,240.34356822565294,296.81949754478387,235.20549710895506,322.5098531282733,230.92377117837347,296.39132495172566,210.37148671158192,320.79716275604073,207.802451153233
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0156.png,293.2716612529946,307.1427018970302,319.0164455559406,302.4618320237673,288.9808638691703,284.90856999903133,319.7965905348177,280.617772615207,309.2646333199762,248.63182848124382,294.44187872131033,243.56088611854236,320.57673551369487,240.44030620303374,296.39224116850323,221.32675422054353,319.0164455559406,217.03595683671918
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0241.png,293.0682701998387,307.3534498987659,321.68689089009035,303.0172952487278,289.16573101480446,284.37183025356387,319.51881356507124,280.9029065335334,304.77588775494166,253.15151677328942,289.5993464798082,246.21366933322844,316.4835053100446,241.4438992181865,290.46657740981584,225.83374247804926,313.4481970550179,220.19674143299972
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0312.png,294.62215752589435,306.6270079230859,319.66662563849945,300.7341918965906,290.9391475093348,284.52894782372846,317.4568196285637,280.47763680551293,303.0930805639814,250.64525567138037,289.8342445043669,242.91093463660525,314.878712616972,241.06942962832545,289.097642501055,221.91777754221567,313.03720760869226,217.86646652400015
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0356.png,294.31956106007567,306.1774267003748,318.74717035217327,302.1061584850252,291.7287540139441,285.08085503901776,318.74717035217327,282.1199327005817,303.9425586599929,251.03024814700296,290.61840813703066,245.47851876243533,316.1563633060417,243.62794230091276,288.7678316755081,222.9014859318603,314.30578684451916,219.9405635934242
labeled-data,6_EtOH_cop_video2022-06-22T15_11_33,img0470.png,295.47664669267715,306.2694475220693,319.9096988567204,302.98739573883967,291.46525006872974,285.48311956161456,317.3569919142084,281.83639535802604,318.451009175285,255.2153086718297,303.1347675202131,247.19251542393488,330.1205266267683,244.6398084814229,304.5934572016485,228.22954956527443,325.01511274174436,224.5828253616859
