scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0006.png,274.79301592933314,274.419489207115,302.4122897410807,274.7102184051334,276.24666191942515,255.52209133591933,301.54010214702555,254.06844534582734,291.07385101836326,221.5067751677671,275.9559327214067,212.49417002919682,304.1566649291911,211.33125323712324,276.2466619194251,190.68948017781722,302.1215605430623,190.6894801778172
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0127.png,275.8929079613116,274.969083683049,303.6827429025633,274.969083683049,275.2707474775523,254.23040089107016,300.7793273116863,254.23040089107016,290.82475957153645,221.04850842390397,276.10029478923144,212.13087482335308,305.5492243538414,209.22745923247604,274.8559738217127,190.97741837553463,302.6458087629644,186.82968181713886
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0266.png,276.7823488796233,276.6666902341715,303.22416943939635,276.41957041585584,275.2996299697295,255.41438585902677,302.72992980276507,254.67302640407988,291.11529834193016,221.8060905681003,276.04098942467635,213.15689692705303,304.9540081676058,210.6856987438967,275.5467497880451,190.42187364201453,302.9770496210807,187.70355564054253
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0339.png,275.8113051209145,275.5368390428859,303.4606209497906,274.99995912387857,276.6166249994254,254.59852220160104,301.3131012737614,256.209161958623,291.3808227721263,222.6541670206665,276.8850649589291,215.13784815456427,305.0712607068125,213.795648357046,275.5428651614108,191.5151317182429,303.7290609092943,189.904491961221
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0380.png,275.8510274512398,276.0892632830139,301.9294365134898,276.0892632830139,274.9439523534224,252.27854196530734,303.2900491602159,255.4533048076682,292.17837921195286,223.9324451585138,277.21164009796587,214.1813878569768,305.5577369047594,213.27431275915941,278.11871519578324,193.9989669305398,305.1041993558507,193.31866060717675
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0524.png,276.58961286508895,276.08515431034857,304.17206097842086,275.05403475470996,276.3318329761793,253.91608386411917,302.1098218671437,253.4005240862999,293.08752575530616,223.75583686169085,277.6207324207275,216.02244019440155,305.7187403118787,213.9602010831244,278.1362921985468,194.36892952599146,304.17206097842086,193.08003008144323
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0544.png,276.19587492037203,276.04728198682005,304.2996973954836,274.59363599672804,276.680423583736,254.4848664671224,302.84605140539156,253.27349480871243,293.1550781381117,224.2005750068729,278.37634390551,215.47869906632104,306.2378920489395,213.78277874454704,278.860892568874,195.36992953671538,303.81514873211955,191.73581456148543
labeled-data,5_EtOH_cop_video2022-04-12T15_01_59,img0656.png,276.2784894983782,275.3065233722157,303.6370761292359,274.8045309569706,278.78845157460364,257.9877850462599,299.87213301489766,255.72881917765696,293.0952354090889,226.11126667819633,278.53745536698113,217.32639941140712,307.15102303595154,215.5694259580493,278.53745536698113,196.49371417873567,305.14305337497115,195.48972934824548
