scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0062.png,299.19042351657623,312.87175952601234,325.37043063840815,307.96300819066886,298.72292338940076,289.96425329440945,327.2404311471104,287.6267526585316,293.1129218632939,255.36924388341734,280.02291830237795,249.52549229372275,304.5666749790953,245.31799114914259,278.3866678572635,228.95548669799769,298.48917332581294,222.87798504471527
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0087.png,297.85565887341266,310.72368520748756,324.6234931593724,308.62881121989074,296.6918399914144,290.0077091079187,325.0890207121717,291.63705554271627,291.80380068702175,257.42078041196766,278.7690292086413,250.20510334357851,304.6058083890025,246.94641047398338,276.6741552210445,229.95465479680894,298.32118642621197,224.36832416321732
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0175.png,297.878323752996,309.0848309641964,326.96689179263535,307.54030522757836,298.393165665202,289.5208383003681,325.4223660560173,289.5208383003681,292.4724836748329,256.8283768752867,279.60143586968275,249.87801106050566,304.0564266994681,246.2741176750636,279.08659395747674,227.99722979175039,302.25448000674703,223.8784944941023
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0215.png,299.6320853851406,310.7403731867107,328.8952262570797,307.9412901467861,299.6320853851406,291.91017819085425,327.11399159530947,289.11109515092966,294.28838139983003,256.53994704998877,281.05635248382276,250.43285678106236,304.97578937045125,247.37931164659915,280.292966200207,227.7857303671269,301.92224423598805,223.96879894904788
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0239.png,300.51240510927073,309.8895244926744,327.1699840813495,307.7473976109895,298.6082923255508,288.4682556758254,326.45594178745455,286.80215699007044,294.324038562181,258.2404652342717,281.4712772720716,251.10004229532205,305.51070116653545,247.52983082584717,279.80517858631663,228.96473118457806,300.7504192072357,225.6325338130682
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0267.png,299.0452964182516,309.9250690839144,326.8877591322578,307.64290000899587,298.5888626032679,288.47267977968016,326.65954222476597,288.9291135946639,292.88343991597156,257.43518036078797,280.33151000391956,250.36045622854053,304.06606838307243,246.93720261616272,278.5057747439848,229.1362838317981,298.5888626032679,225.4848133119284
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0409.png,298.5480186714621,309.9953121190504,327.33182396996796,307.7229064375894,297.79055011097506,290.3011295463885,326.0693763691563,288.78619242541447,297.2855710706504,248.64035871960363,282.8936684213975,243.84305783651928,305.11274619568275,237.78330935262332,279.6113046592871,224.65385430418203,301.83038243357237,219.35157438077303
labeled-data,12_ATR_cop_video2022-07-06T12_50_43,img0419.png,299.3571958035051,311.237244946349,327.1675356473226,308.3849023982651,298.16871974180344,291.983932746783,327.6429260720032,287.4677237123169,294.3655963443583,251.3380514365881,280.5792740286197,246.821842402122,304.34879526265183,240.40407166893334,277.2515410558552,223.52771159277057,297.6933293171228,219.01150255830447
