scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0037.png,268.7009154438995,318.96798236531333,297.9773456843519,317.034633198491,268.977108182017,299.08210522085506,294.9392255650597,296.8725633159153,284.44390151659564,268.7009040279328,269.25330092013445,259.3103509319386,296.32018925564705,259.03415819382116,270.35807187260434,238.3197028350105,296.32018925564705,238.043510096893
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0095.png,268.51511913532187,321.03545460215486,297.00658054112455,317.23659308138116,267.9724246323542,300.95575799235104,295.3784970322216,298.5136327289965,284.2532597213843,268.6654350657746,270.4145498957087,260.79636477274335,297.27792779260847,259.9823230182918,269.3291608897734,237.73184839661732,295.9211915351892,237.73184839661732
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0266.png,269.0724901327542,320.30615071795233,296.0521597088612,316.89492812786983,267.21182326543646,297.97814831013955,295.12182627520235,294.87703686461003,283.33760278219006,268.5175895776089,267.83204555454233,258.90414409646723,295.7420485643083,259.83447753012615,269.69271242186005,235.02558596588975,298.2229377207319,234.71547482133678
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0360.png,269.6959094739409,319.8082478934261,295.7820713148048,316.47164579750165,265.4493249882189,296.7553606852208,293.9621065352096,295.5420508321574,280.6156981515119,262.47935733617874,267.8759446943458,255.19949821779812,295.4787438515389,255.19949821779812,267.26928976781403,231.84328354632697,294.8720889250071,232.4499384728587
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0402.png,270.16459982865035,320.2288361332261,298.0048278308919,314.4840271803826,269.5017372571684,298.35437127432203,293.3647898305183,297.91246289333407,283.86375963927713,264.76933431923703,269.5017372571684,257.2568918424417,298.44673621187985,257.03593765194773,269.7226914476624,234.05670184057374,296.01624011644606,234.71956441205566
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0435.png,270.64802676185866,321.61784333162524,296.2321961874774,317.08731332917193,269.58201970245784,301.0972074381602,296.2321961874774,297.6326844951077,283.440111474668,273.64752565859004,268.5160126430571,264.05346212398297,297.031701482028,263.78696035913276,268.5160126430571,240.86780858201598,295.699192657777,242.20031740626695
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0536.png,269.32805563427223,318.54433177796096,296.9938461177028,315.943274553023,269.09159588655064,298.2087934739009,297.70322536086763,297.9723337261793,282.3333417589618,273.14406021540833,268.6186763911074,262.9762910633783,296.5209266222595,263.44921055882156,269.09159588655064,241.93137351615343,295.575087631373,242.6407527593183
labeled-data,9_ATR_cop_video2022-04-12T17_31_42,img0562.png,270.58680306914533,318.35859458432026,297.4375827007976,316.0124099563118,269.544054345586,298.5463688366933,295.6127724345688,297.50362011313405,283.62116211363673,271.17421484326144,268.76199280291655,262.3108506930073,297.17689551990776,262.5715378738971,269.02267998380637,236.50281978491432,296.65552115812807,237.80625568936347
