scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0029.png,299.7303710352006,303.5596062175899,328.8594984819904,300.98180732849346,297.92591181283314,280.10163632681235,324.47724037052643,277.5238374377158,303.59706936884527,253.80808765802863,290.7080749233631,248.13693010201644,316.2282839254178,244.01245187946216,287.872496145357,229.83455798943174,311.33046603613457,226.99897921142565
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0120.png,298.5779297006803,301.01229513039226,328.57730654687174,298.53528236327554,297.2018114967265,282.0218639158307,323.3480573718475,280.64574571187694,303.256731594123,254.77472347754667,289.77077319537636,246.793237894615,314.5409008665436,244.591448768289,287.29376042825965,226.97713575768117,310.96299353626387,225.8762411945182
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0223.png,298.69359728120924,303.2760871036823,328.8296168504694,300.0383329350841,297.6973652293329,281.3589819624022,322.60316652624203,278.6193438197422,303.9238155535602,255.20789060064754,289.72750881432194,246.49086014672935,315.8786001760766,244.4983960429766,287.9841027235383,227.31339314810924,313.3880200463857,225.07187103138742
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0286.png,298.9258123826398,302.8059392265935,327.7729325073517,299.72517882492525,296.9653284906691,280.40040903264253,324.97224123310775,277.03957950354993,304.5271949311275,254.3539801821745,289.9636003050594,247.63232112398924,315.4498909006786,245.11169897716974,289.12339292278625,228.3075513317065,312.089061371586,224.38658354776507
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0293.png,299.2241707993629,303.5792207474828,328.0645072427877,299.7338425550262,296.09980101799187,280.98762386680005,323.25778450221685,278.58426249651467,302.58887671776245,254.3103126566321,289.37038918119276,247.580900819833,315.08635584324657,245.89854786063322,288.88971690713566,228.35400985754978,312.4426583359326,224.98930393915023
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0311.png,300.35327287841494,301.91952528378204,327.2699511282847,299.25450763528005,297.9547569947631,282.46489644971774,324.07192995008234,281.1323876254668,303.2847922917671,253.68270584589663,289.9597040492573,247.5531652543421,316.34337876942664,245.68765290039073,291.2922128735083,228.09853642027787,312.8788558263741,226.23302406632646
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0440.png,299.4129756705913,303.03018834799843,327.519705437683,300.1325873410817,299.4129756705913,280.7186605947401,324.62210443076634,278.6903398898984,302.310576677508,255.2197717338733,289.5611322470746,247.3962490151983,313.61122060448304,245.07816820966497,288.6918519449996,225.66424146332326,312.1624201010246,223.63592075848157
labeled-data,3_ATR_cop_video2022-02-01T14_49_03,img0558.png,298.8242349926928,303.4505246224934,327.9262277143342,299.5702589262745,297.71558765091595,281.0004159515129,324.32312385355954,277.67447392618243,302.70450068891165,254.6700415843135,289.12357075214567,246.90951019187582,312.682326764903,246.35518652098744,289.4007325875899,227.5081817107816,310.74219391679355,226.676696204449
