scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0037.png,290.5592850498526,290.1352436449301,317.1988014642781,287.0011828902918,289.8877006024301,267.3013724325653,314.28860219211396,265.95820353772035,299.28988286634495,250.95948421195132,285.1866094704726,242.67660936040724,312.0499873673723,243.12433232535557,285.41047095294675,223.4245218676291,309.1397880952082,220.514322595465
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0081.png,289.0942332687736,288.1101403432132,317.13021893101427,287.09064995549534,287.81987028412635,268.73982297657426,313.8168751709312,267.46545999192693,298.2696467582342,251.1536137884415,284.76139912097284,241.97820029898094,311.2681492016367,243.5074358805577,285.27114431483176,221.84326514155362,309.99378621698935,221.0786473507652
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0187.png,289.81357386336,289.381479744201,315.51403496818614,287.0091294883709,289.2204862994024,268.4257191510351,313.7347722763135,267.4372398777725,301.6753251425105,247.07456684856413,288.2320070261399,238.17825338920125,314.92094740422857,238.77134095315876,289.418182154055,219.99023476117046,313.9324681309661,219.99023476117046
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0303.png,290.87997534537277,290.33105945076875,316.43313365653626,287.35399246306037,288.89526402023387,269.4915905368102,315.1926890783244,269.4915905368102,301.05162088670966,251.38109969491762,287.654819442022,243.1941654787196,314.4484223313973,241.9537209005078,286.4143748638102,223.09896331168812,312.7117999219008,223.09896331168812
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0374.png,288.7100637065122,289.708957112849,315.69554786657966,286.94121514771393,287.5568378877059,267.7976665555293,313.38909622896705,267.1057310642455,298.39716058448516,245.8863759982096,283.6358701037645,236.66056944775914,310.8519994275932,236.66056944775914,285.2503862500933,214.05734339915566,309.0068381175031,214.05734339915566
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0492.png,289.08998377699595,288.6777018835847,317.47968996349226,286.7850548044849,287.4076308177962,266.1762310542876,315.58704288439253,265.75564281448766,300.02527801179457,248.30123086278994,286.35616021829634,239.88946606679104,314.32527816499265,240.31005430659098,286.98704257799625,220.12181879619362,311.1708663664931,219.4909364364937
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0537.png,289.03606562448016,289.0832109689807,315.8558341416771,287.33883578087034,288.81801872596634,267.06047421908727,313.2392713595115,266.4063335235459,302.77302023084934,256.37617619191127,286.4195028423146,249.61672233798356,314.9836465476219,246.12797196176285,283.36684626312143,229.5564076747143,307.35200509963903,226.0676572984936
labeled-data,7_ATR_cop_video2022-03-01T11_24_34,img0582.png,289.5550351712435,289.3697342846011,316.1761387364612,288.5750744766842,290.54835993113966,268.5099143267813,312.7988345528142,268.1125844228228,308.428205609271,254.20603778427625,292.3363444989528,249.04074903281608,318.95744806417053,240.8954860016674,286.7737258435342,230.96223840270554,310.4148551290633,222.2209805156191
