scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,M_r,M_r,M_l,M_l,F_r,F_r,F_l,F_l,M_reye,M_reye,M_leye,M_leye,F_reye,F_reye,F_leye,F_leye
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img00808.png,,,408.4647297512573,269.2921867004563,450.2142664249743,306.34699635865485,459.1007139900626,278.17863426554464,,,413.3271255887585,280.0229913073554,458.93304516807984,309.86804162029364,465.8074668693746,289.41244533839216
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img02762.png,,,348.9357737082818,347.084838866953,,,346.7481187061629,380.741069668782,,,331.9393771533582,348.5993692530353,322.515632528846,406.1515239241629,343.0459333179617,393.19387506545877
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img04572.png,,,217.37372118535157,291.8689614796974,161.634046751754,276.3213965041539,174.20441843410833,299.6427439674692,,,215.55432528395818,279.46398942474246,144.10168624741766,277.97539277814786,158.8222530859642,297.8233480660758
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img05057.png,,,198.48289979958093,280.5057197087158,151.5228079109515,250.65376538546064,157.63285704144232,280.5057197087158,191.32541367529166,249.95547405626166,198.65747263188064,269.8567769384318,136.33497150087436,251.35205671465957,143.49245762516358,273.87195208132573
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img06329.png,186.4988595142073,282.4312876375975,,,187.97237257327967,353.1599144730709,,,204.42660173292106,297.9031747578573,,,191.4105697111152,373.789097300084,,
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img07601.png,,,210.82728750629326,311.3278650131947,,,175.8811598563254,308.1046784823724,,,211.6754944880886,295.89049794451955,,,158.57773742770058,297.7565533044693
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img09648.png,,,198.97435043168954,248.23820998151388,,,161.38201425595787,230.8253096750061,200.27624952002657,216.82989447538307,203.5309972408691,235.70743125626996,153.08240756780933,193.5584482713587,153.40788233989358,216.3416823172567
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img09738.png,,,197.5851481603205,248.3601545294547,168.22732371832052,196.56626913177996,166.79523472114982,224.73068607613766,205.4616376447595,219.95705608556855,205.4616376447595,235.94871655397503,155.81588574284086,189.4058241459263,153.66775224708482,211.60320360207263
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img10392.png,,,194.50869601276926,232.89302131344172,,,165.67754892923293,219.50713159608554,,,204.03327138858037,220.27939446439456,157.18265737783383,179.34946244401706,158.46976215834883,202.00250658108135
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img11036.png,,,,,170.35941032152562,171.77132483398873,162.6762331259609,201.89746699554516,210.59499616145666,177.02823554674353,205.54027432226934,196.23617853565537,157.2171335396386,172.78226920182618,154.38648930969367,193.80991205284545
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img11292.png,,,327.6201608671234,130.8135666828343,,,391.16358566523405,116.55923084974462,,,352.00709687072265,140.25921090958047,,,412.4592199218981,118.96357665291639
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img13684.png,415.2409423989372,187.97756194304566,,,408.7590629985198,128.38609003598262,,,397.67714015264494,177.94110351659293,,,401.23171917868024,109.98591625415264,,
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img13955.png,401.71448259323586,178.82603983327436,,,396.98030409019213,125.61387345906277,,,388.2694156445916,170.1151513876739,,,393.00359414763534,105.91969088640084,,
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img17150.png,401.53915771695506,373.13226948427416,380.8843314230505,358.8971864979345,440.3367368365866,314.23810261922193,417.44895634874644,299.4447810843984,412.14569013814935,355.2686359327891,393.4446987639384,342.42914931765927,449.26855361232913,296.3744690677369,429.17196586690847,283.53498245260704
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img22873.png,395.4741459114797,374.5508463469675,375.4248999510895,361.90072687195936,429.36691884452034,311.77761197098386,402.8732723968618,300.5595814931464,405.02140589261796,359.2752303771464,387.35897492751224,346.1477479030814,436.0500008313171,295.5472700030489,411.70448787941467,286.00001002191067
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img23402.png,432.29933262482916,334.3516742300223,407.35711592410564,329.6105917166616,423.0233016204279,272.5114675340135,399.1117550313045,279.5200242928945,434.77294089266957,314.9750761319395,410.6552602812261,311.6769317748191,418.48835312938724,254.16553954753093,394.1645384956238,261.1740963064119
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img24956.png,375.3589020507519,178.65482037741424,399.5850742528901,184.8615256523422,361.94441000493987,243.32468501617979,390.37512449009375,248.3300924959604,368.1511152798678,196.67428730462444,392.5775037811972,203.68185777631732,360.34267961141006,261.9448008409637,386.97144740384294,266.74999202155306
labeled-data,M90_210322_cop_piezoKO_CS-H_isolatedMvirginF_2ndPC_1,img27747.png,345.0819925772974,181.7213104096274,363.80903401403424,164.3457049528612,411.4954178787147,212.03208881754165,420.76240745565667,186.54786748095128,360.14085063982805,190.79523770371637,375.5858332680647,175.15719279262683,430.99470844686334,218.7892687173952,439.29638660954055,194.07729651221666
