scorer,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,F_reye,F_reye,F_leye,F_leye,F_rch,F_rch,F_lch,F_lch,F_cch,F_cch,F_ge,F_ge,M_reye,M_reye,M_leye,M_leye,M_rch,M_rch,M_lch,M_lch,M_cch,M_cch,M_ge,M_ge
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img01401.png,329.7880723797465,269.8629479370974,359.2067952460093,271.5683811467358,331.0671472869753,253.23497414312277,358.7804369435996,252.38225753830355,345.9896878713115,230.63798411541364,,,334.6039599487839,186.13423279433033,360.51203041009956,177.49820930722512,331.64303761034785,166.88823759449588,355.33041631783635,160.4729058612177,336.577908174408,142.95411535880427,,
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img01961.png,331.8760705441198,274.08922914545917,361.6757944465784,268.37421360252193,331.05963975227155,252.0455977655583,359.6347174669579,250.00452078593787,345.75539400553885,230.4101817815815,,,334.32536291966426,208.7747657976047,359.6347174669579,207.55011960983242,333.100716731892,191.22150377286877,357.1854250914133,189.9968575850965,346.1636094014629,172.44359556036062,,
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img03642.png,333.4449711252921,273.6330439047874,361.2979611618549,269.601690083706,334.1779445473069,252.37681466635792,358.36606747379574,252.7433013773653,345.5390325885365,231.85355884994317,,,326.115236905144,209.4978694784914,353.6017402306994,208.7648960564766,325.74875019413656,190.8070472171137,350.66984654264013,189.3411003730841,338.2092983683884,171.7497382447286,,
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img10084.png,331.4108592074714,270.1954711271639,360.61186719590796,268.8528960472358,332.08214674743544,251.39942000817018,359.9405796559439,249.38555738827802,345.50789754671666,229.58257495933822,,,327.71877773766903,186.9558161716204,353.8989917962674,181.24987208192587,321.6771898779925,168.1597650526267,348.86433524653694,162.45382096293218,333.08907805738147,147.68549508372286,,
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img12886.png,332.7856288749581,271.8821082856834,361.4985926789343,270.13131780983116,331.7351545894467,253.67388733682034,358.6973279175708,252.62341305130906,345.04116220592357,232.3142435314234,,,329.6342060184241,207.45301877432198,354.4954307755255,203.60127972744712,325.4323088763788,188.5444816351181,351.69416601416196,186.44353306409545,336.63736792183295,168.93562830557332,,
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img15967.png,332.504747653912,271.2675717572059,359.02241977314094,269.0577657472702,332.87304865556797,254.32572568103188,358.654118771485,253.58912367771998,344.2903797069026,231.8593645800185,,,316.66780458270586,209.02470247734914,341.343971693655,205.7099934624455,314.45799857277007,188.03154538295956,338.3975636804073,186.19004037467977,324.4021256174809,169.98479630181765,,
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img21569.png,331.995835498412,270.6171848455132,358.8836229099454,269.2727954749365,331.5477057082197,254.48451239859313,357.98736332956094,251.79573365743977,344.9915994139865,230.73363351840524,,,314.5187736809153,206.0864950578329,339.1659121414875,204.29397589706403,311.38186514956965,187.71317365995174,336.029003610142,186.81691407956728,321.2407205337986,172.0286310032239,,
labeled-data\10_square_cham_hold_cop0002 22-01-19 11-59-32\img33054.png,330.4980913964758,269.4654005701868,360.4556585853584,270.85877578827433,331.5431228100415,249.60980371243903,357.66890814918327,249.60980371243903,344.08349977282955,229.05751924564748,,,317.261026824644,205.71848434268077,343.0384683592639,200.14498347033054,314.4742763884688,188.30129411658623,339.206686509523,182.0311056351922,320.7444648698629,167.0523220407509,,
