scorer,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,F_reye,F_reye,F_leye,F_leye,F_rch,F_rch,F_lch,F_lch,F_cch,F_cch,F_ge,F_ge,M_reye,M_reye,M_leye,M_leye,M_rch,M_rch,M_lch,M_lch,M_cch,M_cch,M_ge,M_ge
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2_211019_CS-H_2\img01291.png,346.1392459092024,300.80342522773924,377.17813032462175,293.9816923891856,338.63533978679334,281.0203999959335,371.72074405377873,274.8808404412352,351.937718821973,254.7567285675018,348.8679390446239,194.3843929463016,549.4268844981025,195.40765287208467,540.8997184499103,169.48506808558062,532.713639043646,200.86503914292763,521.79886650196,173.23702114678517,508.1554008248526,193.70221966244625,,
labeled-data\2_211019_CS-H_2\img03783.png,345.0997099820113,301.91478710741603,375.57979287767677,295.31076914668853,339.5116947844726,281.0867304620446,372.53178458811016,274.9907138829115,351.19572656114434,256.1946627639178,345.6077113636057,193.20249144620922,401.4878633389924,283.6267373700167,393.86784261507603,309.5348078313324,416.2199034052307,285.6587428963944,413.67989649725854,312.0748147393045,436.53995866900766,301.4067857258216,486.32409406526125,311.5668133577101
labeled-data\2_211019_CS-H_2\img06113.png,347.19529006700486,301.76986157040966,374.46044993343696,293.90491160893896,339.330340105534,279.7480016782914,370.79013995141725,272.407381714252,351.91426004388734,253.53150180672208,348.76828005929895,199.00118207385773,,,341.4276600952595,326.413371449685,,,369.7414799565545,314.35378150876306,,,424.2717996894188,345.8135813546463
labeled-data\2_211019_CS-H_2\img06389.png,345.3784419810328,301.23896699511397,374.6374284696041,293.20708835119245,339.6413858068031,280.5855647678872,372.0557531912007,273.9879501675231,353.12346781624285,253.62140074900776,351.40235096397396,194.8165749631536,302.92422629173325,251.61343108802737,311.5298105530777,226.37038392141682,285.13935215162127,247.59749176606658,290.0158498997165,221.2070333646101,265.3465083505289,226.9440895388398,219.1632061479801,227.80464796497424
labeled-data\2_211019_CS-H_2\img08266.png,344.43486509581317,300.56344480871394,375.0559613364122,294.11689823174567,340.40577348520804,281.2238050778092,369.415233081565,276.79180430614355,352.895957478084,254.63180044781524,350.8814116727814,195.00124461085915,165.54319758494495,191.37506216131453,157.88792352479518,215.14670266388487,184.07701899372861,195.8070629329802,179.24210906100242,220.78743091873207,203.01374956357276,212.72924769752177,253.37739469613703,211.11761105327972
labeled-data\2_211019_CS-H_2\img10869.png,345.4706409316004,301.54465905585715,375.993330334225,294.4062881471788,340.30147579083336,281.1141492137778,371.07031591444684,275.9449840730107,353.3474640032455,255.51447423093134,351.1321075143453,198.6536576824936,387.0701127787259,190.2845331688707,394.70078512938204,217.11496175666167,403.8083618059717,186.34612163304817,410.94673271465,207.51508363809427,429.4080367888181,193.73064326271543,483.315044685389,188.06917667997052
labeled-data\2_211019_CS-H_2\img11280.png,344.9842277249797,301.32079757338283,375.1590111873089,294.83462916559245,339.34408128342284,279.88824109546675,370.3648867119856,273.966087331832,352.8804327431593,256.1996260409279,,,318.1935321275846,202.3362275240598,345.26623504705753,193.3119932175688,310.57933443148283,184.005751589,335.9599934184887,173.00746602796409,319.321561415896,160.88115117861682,,
labeled-data\2_211019_CS-H_2\img11336.png,346.30741976657924,301.4946699648374,375.36509879378036,294.789051727791,339.043000009779,278.5838076549288,372.01228967525714,273.554593977144,353.57183952337954,253.43773926600485,348.5426258455947,204.82200704741848,317.8085422591321,213.20402984372646,341.2782060887945,198.1163888103721,304.95610730479314,196.43998425111047,335.13138937150194,179.11713713874062,308.8677179430702,169.6175113029249,328.42577113445554,146.70664899301636
