scorer,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,F_reye,F_reye,F_leye,F_leye,F_rch,F_rch,F_lch,F_lch,F_cch,F_cch,F_ge,F_ge,M_reye,M_reye,M_leye,M_leye,M_rch,M_rch,M_lch,M_lch,M_cch,M_cch,M_ge,M_ge
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\3_211019_CS-H_3\img00437.png,366.99243410863755,203.47362623741498,342.091294957268,201.02433386187042,369.033511088258,219.8022420743786,336.78449481025484,221.84331905399907,355.1541876268389,245.11159662167225,,,372.70744965157485,298.99602888365223,348.2145258961294,309.20141378175447,383.72926534152526,316.141075512464,357.60348000238344,327.97932199426265,381.27997296598073,338.18470689236494,,
labeled-data\3_211019_CS-H_3\img01585.png,365.4236931850422,202.21124280415287,341.4206279047057,198.2923750032816,366.656282337274,216.4000842502148,337.9916185789434,218.86643095785578,355.7233668891025,242.54401249584214,,,378.0645419353658,260.13174604290055,351.445269539818,258.23036944321854,376.63850948560435,276.2934471401974,350.01923709005655,274.8674146904359,362.37818498798947,296.73324558677876,,
labeled-data\3_211019_CS-H_3\img02639.png,367.66452172303997,201.40502190280694,344.9004255181996,195.5032191830335,369.35075107154665,219.95354473638054,338.15550812417285,216.86212426411828,353.05053403598197,239.0641440194564,,,364.57310125077765,257.61266685303,338.43654634892397,257.3316286282789,364.0110248012754,274.1939221133458,338.7175845736751,274.75599856284805,349.6780753389686,289.65102447465716,,
labeled-data\3_211019_CS-H_3\img03793.png,367.74859430797426,204.96160909189868,340.3192635722654,196.44905817392006,368.69443329886076,219.14919395519638,341.2651025631519,216.54813673025845,354.74330818328474,235.70137629571036,,,370.82257102835547,259.11089132015155,342.44740130176,257.2192133383785,368.69443329886076,276.60891265155203,344.1026195358114,275.89953340838713,355.68914717417124,292.92463524434436,,
labeled-data\3_211019_CS-H_3\img07745.png,366.5653240492961,207.6155984128224,343.69075074920875,197.267577158021,368.7438548397806,218.7805687140555,339.87832186586087,216.87435427238157,354.3110883528208,235.66418234031048,,,369.01617118859116,258.26643929158723,343.1461180515877,257.1771738963449,370.377752932644,277.05626735951614,339.33368916823974,276.511634661895,353.49413930638906,292.85061559052883,,
labeled-data\3_211019_CS-H_3\img08398.png,367.648866924824,204.99599266505092,343.61137683266304,195.69847291242263,368.1024044737327,217.01473771113137,341.5704578625739,213.8399748687705,354.2695092320174,231.07440172730097,,,372.18424241391097,257.6063483384597,342.93107050930007,255.56542936837062,369.9165546693675,275.97461906926196,343.15783928375436,274.3872376480815,355.17658432983484,292.75550837888375,,
labeled-data\3_211019_CS-H_3\img09255.png,367.8364711469942,206.7862306751663,340.7962833209824,198.10666421249587,367.1688121883272,218.1364329725046,339.46096540364846,216.80111505517067,355.15095093232196,234.49407745984504,,,371.91885914972863,256.5212350806571,344.530327519195,254.50737246076494,371.1133141017718,275.8543162316221,342.51646489930283,273.84045361172986,356.21073071456965,293.5763072866732,,
labeled-data\3_211019_CS-H_3\img10164.png,366.13316972886776,203.10249494234733,343.4908224349448,197.877337874519,369.9649515786085,219.8229975593981,339.3106967806821,217.73293473226676,355.682855593211,242.1170010487991,,,373.44838962382744,258.83750366584985,345.58088526207615,258.1408160568061,373.44838962382744,278.34475671907575,345.92922906659805,277.648069110032,360.5596688565175,296.4586345542141,,
