scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0033.png,313.3851704121779,316.76693321458845,341.6445615540162,319.33596877293735,313.813343005236,294.50195837556424,342.9290793331907,295.7864761547387,337.7910082164928,260.67632352396976,324.5176578316899,250.82835388363216,349.77984082212123,252.96921684892294,323.23314005251547,232.4169323821314,351.0643586012957,233.70145016130587
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0131.png,313.8333219738579,315.2224638712894,342.5589858123741,317.64998475905134,312.619561529977,294.18394951068603,342.9635726270011,296.611470398448,337.2993572222232,258.98489663813814,322.32964508102464,250.89316034559837,350.2461352902868,252.5115076041063,322.7342318956517,230.66381961424898,351.05530891954083,231.47299324350294
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0152.png,314.035261594495,316.597043038258,342.0660521146159,319.5869940270709,314.4090054680966,295.2936422429661,343.93477148262394,297.9098493581774,338.3286133785998,261.656693618821,324.50009005534014,252.31309677878073,350.662161207453,253.80807227318718,324.12634618173854,233.25215922509852,351.0359050810546,235.12087859310657
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0339.png,313.68813880757955,315.26890971189243,342.01647299406295,318.7142476534918,313.68813880757955,295.7453280428296,341.25084234037416,298.42503533074023,338.1883197256192,257.46379535839264,325.93822926659936,248.27622751412775,350.8212255114834,251.33875012888274,329.3835672081987,230.2839071524424,352.3524868188609,231.8151684598199
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0388.png,313.22647985202104,315.2906086280491,341.7489431378994,319.6231346967901,314.3096113692063,295.072153640591,343.5541623332082,297.2384166749615,340.6658116207142,259.32881357347765,325.86301421918233,249.21958607974858,352.9413021488137,252.83002447036608,330.19554028792334,230.08426260947576,354.74652134412247,232.97261332196976
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0395.png,313.94693285427024,314.4055976496857,340.6115625160318,318.53673745643755,312.8202583615197,294.501014944427,342.8649115015328,297.8810384226785,339.86044618753147,261.8274546546628,326.3403522745256,252.4385005484087,353.00498193628715,254.6918495339097,331.5981665740279,234.03615050015068,353.0049819362872,235.1628249929012
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0398.png,312.9858631833382,314.53963744280065,341.5282836663507,319.5035366572376,313.399521451208,293.44306578144364,342.76925846995994,294.6840405850529,339.8736505948717,261.59137915547325,326.2229277551701,252.9045555302086,353.52437343457325,254.14553033381782,328.29121909451885,233.46261694033055,353.1107151667036,234.28993347607005
labeled-data,1_ATR_cop_video2022-01-28T17_50_07,img0461.png,312.1789846317546,314.56445693887275,342.20186628398505,320.99793157863644,312.1789846317546,289.902804153112,342.91669679951434,295.6214482773464,335.7683916442214,260.9521682741755,321.4717813336355,251.30195631453,349.35017143927803,253.08903260335325,322.90144236469405,232.7163629107683,348.63534092374874,234.8608544573562
