scorer,,,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,,,F_reye,F_reye,E_leye,E_leye,F_rche,F_rche,F_lche,F_lche,M_head,M_head,M_reye,M_reye,M_leye,M_leye,M_rche,M_rche,M_lche,M_lche
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0146.png,292.9678422354552,290.2688240204463,315.0477557276256,286.0513124545261,293.7121089823823,266.7003770344217,318.76908946226104,263.475221131071,311.0783330773478,238.66632956683458,294.208286813667,229.98321751935185,323.7308677751083,227.00615053164347,295.94490922316356,208.89565968975091,320.25762295611526,206.66285944896964
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0260.png,292.45171505115115,289.4772265600817,317.8498177900382,286.2210595422757,292.88587065352533,267.3352908390008,318.7181289947864,268.4206798449361,311.98871715798737,238.02978767874652,296.5761932737055,227.61005322176723,324.57922962683733,223.91973060158708,297.8786600808279,206.11935090424748,321.5401404102183,203.51441729000265
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0324.png,289.7424396968348,287.2302581163837,319.90268669926314,284.7358015973859,295.18489028373915,267.2746059644011,318.7688428269914,265.91399331767497,311.96577959336093,237.3411277364271,296.7722717049196,228.49714553270752,324.4380621883501,226.22945778816404,298.35965312610006,207.18088073399878,322.39714321826096,205.59349931281832
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0352.png,289.79127396477463,289.4069088580544,318.20326938978576,284.36178817510853,296.1640579853379,267.8987627886535,319.2654000598796,265.7745014484658,310.7683546991286,237.89357135850167,296.6951233203848,230.19312400032112,323.5139227402551,227.53779732508644,300.4125806657134,209.48157593349063,321.9207267351143,206.29518392320904
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0399.png,291.5832022741589,288.8364981715423,317.6325384166072,285.34774779532154,293.4438691414766,265.8107456884854,319.4932052839249,263.9500788211676,311.3527877394098,239.2962428292077,295.30453600879434,229.99290849261905,325.07520588587806,228.13224162530133,298.095536309771,206.96715600956213,322.7493723017309,204.40873906700028
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0435.png,292.10427815396196,291.31209605656204,317.3686454617605,288.32630719291313,293.02298241970004,269.26319367884696,318.51702579393316,267.6554612138052,305.19581394073026,223.55765645837502,289.118489290313,214.1409377345592,316.6796172624569,212.0738531366484,286.8217286259677,192.7810635561477,312.31577200020075,190.02495075893333
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0484.png,291.09823883713904,288.6277739893116,317.60111252849595,287.12761132753667,291.84832016802653,267.1254425038711,316.8510311976085,266.12533406268784,308.8501636681423,232.37167417275214,292.34837438861814,225.12088797417334,321.6015462932291,224.12077953299007,293.59850994009724,203.86858359902865,317.8511396387918,201.61833960636628
labeled-data,11_ATR_cop_video2022-04-13T12_14_27,img0559.png,289.5871466957133,288.3341956451527,318.18714700210955,286.17117041189584,292.7115164770843,268.38629627178386,316.0241217688527,267.66528786069824,310.49639061719625,233.7778925396741,295.1148778473697,226.80814456584645,322.7535336056518,222.9627663733898,295.59555012142675,203.01486700002096,320.10983609833784,200.61150562973557
