scorer,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama,yama
bodyparts,F_reye,F_reye,F_leye,F_leye,F_rch,F_rch,F_lch,F_lch,F_cch,F_cch,F_ge,F_ge,M_reye,M_reye,M_leye,M_leye,M_rch,M_rch,M_lch,M_lch,M_cch,M_cch,M_ge,M_ge
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img000000.png,265.73007606334914,208.67403638079716,239.86554857759876,207.4983760405358,263.3787553828264,225.1332811444565,238.29800145725025,225.5251679245436,250.05460485986407,245.11950692889997,252.79781232047398,293.3215808796166,229.28460551524634,314.4834670043215,217.91988889271963,293.7134676597037,217.1361153325454,319.96988192554124,204.2038515896702,300.767429701272,193.62290852731775,319.5779951454541,155.21800407877927,345.05063585111736
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img000641.png,265.2797781958319,207.59300944076418,239.8797091161107,207.23015131105387,264.9169200661216,222.47019275888658,239.51685098640036,223.5587671480175,251.8540273965507,245.69311306034598,258.38547373133616,302.6618394248635,199.6024567182671,227.55020657483084,211.93963312841737,203.96442814366114,188.35385469724764,218.11589520236294,196.69959168058466,198.52155619800658,171.29952260086344,198.52155619800658,125.21654012765497,182.19294036104296
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img006409.png,265.6507951905887,207.62617467381975,239.31818071751206,208.5188056729071,264.89423961872416,225.31739535947148,237.05757819799823,224.90192280095317,249.93722751206545,245.675550726868,257.8312061239131,311.73568753127716,291.0690108053768,309.2428521801674,272.7882182305718,327.1081721964542,304.36413267796235,321.7070289357163,288.1607028957487,338.32593127644816,309.7652759387002,339.98782151052137,345.49591597127375,353.2829433831069
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img010896.png,266.82279973519326,210.37409929011585,238.60695156892015,209.98221251002872,262.90393193432203,225.26579693342669,238.21506478883302,226.8333440537752,251.1473285317082,246.42768305813155,251.53921531179535,301.68371905041647,284.84959161920114,309.521454652159,267.2146865152804,322.0618316149471,296.606195021815,322.8456051751213,278.5794031378071,336.9535292582579,298.1737421421635,340.48051027904205,301.7007231629476,375.7503204868835
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img015703.png,266.59854615386973,209.82632865750514,238.18675459755303,209.1731840240266,264.6391122534341,225.50179986099025,238.18675459755303,227.1346614446866,252.22936421734175,247.3821450825215,260.72024445256284,311.0637468466797,242.43219471516358,320.2077717153793,229.36930204559263,299.6337157608051,227.73644046189628,330.33151353429673,214.6735477923254,306.49173441232983,203.57008902319012,329.35179658407895,167.97370649860937,349.9258525386531
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img018267.png,267.18500109168883,209.4485207728508,238.13095064578488,209.73336440467338,265.47593930075334,225.96945141856088,238.98548154125268,226.25429505038346,250.66407044597878,247.90241106890016,263.4820338779952,308.28926101528873,,,,,,,,,,,111.14811133764672,213.12732163510572
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img018587.png,265.00742958370586,208.83978997444882,239.4041599513469,208.83978997444882,266.8362345574458,226.6706384684131,239.8613611947819,227.12783971184808,249.4625873069165,246.78749317955229,254.49180098470129,301.19444114831515,362.84849567879195,379.375853775697,364.67730065253187,355.144187873643,347.7608546454376,379.375853775697,346.8464521585676,353.772584143338,326.72959744742843,365.20261522921254,283.2954793211052,363.3738102554726
labeled-data\11_square_cham_hold_cop0003 22-01-19 12-53-31\img018907.png,264.6924415127576,208.79566642587608,238.79888537663038,210.00942686975705,260.64657336648776,225.3837258255826,238.39429856200343,225.78831264020957,250.53190300081303,248.44517425932088,259.0282261079798,303.87356786321817,,,361.2584567972734,77.19275593839856,,,340.88941568598557,75.21517913147741,,,316.76297864154753,40.805342691049376
